ID,Comentario,Tipo
4395,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
4396,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
4397,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
4398,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
4399,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
4400,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
4401,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
4402,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
4403,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4404,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
4405,Sería genial si agregaran más opciones de pago.,Sugerencia
4406,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
4407,El producto llegó defectuoso y tardaron en dar solución.,Queja
4408,No responden los correos de atención al cliente.,Queja
4409,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
4410,Tuve un problema con mi compra y nadie me ayudó.,Queja
4411,Sería genial si agregaran más opciones de pago.,Sugerencia
4412,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4413,Sería genial si agregaran más opciones de pago.,Sugerencia
4414,Sería genial si agregaran más opciones de pago.,Sugerencia
4415,No me gusta que el personal no esté bien capacitado.,Queja
4416,El producto llegó defectuoso y tardaron en dar solución.,Queja
4417,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
4418,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
4419,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4420,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
4421,No me gusta que el personal no esté bien capacitado.,Queja
4422,El producto llegó defectuoso y tardaron en dar solución.,Queja
4423,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
4424,El servicio al cliente fue muy lento y poco amable.,Queja
4425,No responden los correos de atención al cliente.,Queja
4426,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4427,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
4428,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
4429,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4430,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
4431,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
4432,No responden los correos de atención al cliente.,Queja
4433,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
4434,Sería genial si agregaran más opciones de pago.,Sugerencia
4435,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
4436,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4437,El producto llegó defectuoso y tardaron en dar solución.,Queja
4438,El producto llegó defectuoso y tardaron en dar solución.,Queja
4439,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
4440,Sería genial si agregaran más opciones de pago.,Sugerencia
4441,No responden los correos de atención al cliente.,Queja
4442,El servicio al cliente fue muy lento y poco amable.,Queja
4443,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
4444,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
4445,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
4446,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
4447,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4448,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4449,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4450,Tuve un problema con mi compra y nadie me ayudó.,Queja
4451,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
4452,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4453,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4454,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4455,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
4456,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
4457,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
4458,No responden los correos de atención al cliente.,Queja
4459,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
4460,La página web es muy lenta y difícil de usar.,Queja
4461,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
4462,No responden los correos de atención al cliente.,Queja
4463,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
4464,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4465,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
4466,El servicio al cliente fue muy lento y poco amable.,Queja
4467,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
4468,El producto llegó defectuoso y tardaron en dar solución.,Queja
4469,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
4470,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4471,No responden los correos de atención al cliente.,Queja
4472,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4473,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4474,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4475,Tuve un problema con mi compra y nadie me ayudó.,Queja
4476,El servicio al cliente fue muy lento y poco amable.,Queja
4477,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
4478,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
4479,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
4480,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4481,No responden los correos de atención al cliente.,Queja
4482,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
4483,No me gusta que el personal no esté bien capacitado.,Queja
4484,Tuve un problema con mi compra y nadie me ayudó.,Queja
4485,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
4486,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
4487,No responden los correos de atención al cliente.,Queja
4488,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
4489,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
4490,Sería genial si agregaran más opciones de pago.,Sugerencia
4491,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
4492,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
4493,Sería genial si agregaran más opciones de pago.,Sugerencia
4494,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4495,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
4496,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4497,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
4498,El servicio al cliente fue muy lento y poco amable.,Queja
4499,Tuve un problema con mi compra y nadie me ayudó.,Queja
4500,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4501,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
4502,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
4503,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
4504,Sería genial si agregaran más opciones de pago.,Sugerencia
4505,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
4506,Tuve un problema con mi compra y nadie me ayudó.,Queja
4507,No responden los correos de atención al cliente.,Queja
4508,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
4509,Sería genial si agregaran más opciones de pago.,Sugerencia
4510,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
4511,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
4512,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
4513,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
4514,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
4515,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
4516,No me gusta que el personal no esté bien capacitado.,Queja
4517,El producto llegó defectuoso y tardaron en dar solución.,Queja
4518,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
4519,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
4520,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
4521,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
4522,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
4523,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
4524,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4525,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4526,La página web es muy lenta y difícil de usar.,Queja
4527,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
4528,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
4529,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
4530,No responden los correos de atención al cliente.,Queja
4531,No responden los correos de atención al cliente.,Queja
4532,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
4533,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
4534,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
4535,Tuve un problema con mi compra y nadie me ayudó.,Queja
4536,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
4537,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4538,El servicio al cliente fue muy lento y poco amable.,Queja
4539,Sería genial si agregaran más opciones de pago.,Sugerencia
4540,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
4541,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
4542,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4543,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
4544,La página web es muy lenta y difícil de usar.,Queja
4545,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
4546,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4547,Tuve un problema con mi compra y nadie me ayudó.,Queja
4548,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
4549,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4550,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
4551,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
4552,La página web es muy lenta y difícil de usar.,Queja
4553,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4554,La página web es muy lenta y difícil de usar.,Queja
4555,No responden los correos de atención al cliente.,Queja
4556,El producto llegó defectuoso y tardaron en dar solución.,Queja
4557,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
4558,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
4559,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
4560,Sería genial si agregaran más opciones de pago.,Sugerencia
4561,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
4562,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4563,No me gusta que el personal no esté bien capacitado.,Queja
4564,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
4565,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
4566,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
4567,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
4568,Sería genial si agregaran más opciones de pago.,Sugerencia
4569,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
4570,Tuve un problema con mi compra y nadie me ayudó.,Queja
4571,El producto llegó defectuoso y tardaron en dar solución.,Queja
4572,El servicio al cliente fue muy lento y poco amable.,Queja
